130,16.2,11.8,5.9,0.456,67.67210946,0,62.32789054,-0.115224338,0.675335364,0.853978341,0.808755011,17.71884807,44.96239189,14.64347725,4.384055958,2.832292882,1.888439832,0.54805544,33.97261185,15.48772758,13.94220262,11.44510426,8.626074273,16.48361781,17.70268916,17.59600352,18.79433846
167.7,15.9,11.7,5.8,0.416,93.76371291,0,73.93628709,-0.004492857,0.655773649,0.824153047,1.356169459,13.71831851,39.68086534,15.516955,4.729457593,2.37184768,1.905147187,2.269202558,34.86248655,12.9372288,14.45596554,13.81597613,10.66282034,11.83417405,17.92522388,17.24493323,16.69282765
170,15.7,11.7,5.8,0.416,83.64403016,0,86.35596984,-0.048897741,0.676944021,0.813421078,2.388380467,13.37544251,41.51766284,14.52551399,4.309236925,2.989571261,1.916289448,1.074333007,36.51827566,14.41542927,13.0893033,10.52681484,10.90003462,14.64540973,19.1617731,19.16087509,19.48139602
130,16.2,11.8,5.9,0.49,68.68743938,0,61.31256062,-0.006581471,0.583317398,0.854669862,1.60319384,17.71884807,42.73120848,15.01420879,4.440089962,2.724929871,1.734769016,2.65373771,38.19313144,11.91353993,11.91536536,11.15667526,11.64906351,13.60019423,20.21344562,18.01042467,19.12866508
170,15.7,11.7,5.8,0.416,79.46244777,0,90.53755223,-0.013046307,0.681212186,0.825676655,2.121785854,13.37544251,44.67955393,16.21857775,4.353528598,2.782631002,1.64136474,2.125274262,38.10424968,13.06488056,14.00966968,12.70931801,10.56471656,12.04513097,18.39779764,19.4762548,19.64605811
130,15.7,11.7,5.8,0.4,68.74752776,0,61.25247224,-0.145427261,0.562993691,0.842824087,1.831835611,17.27276881,45.34663912,15.71264853,4.166370273,2.743799687,2.01027374,2.332512316,34.35521536,13.32380583,12.18983766,11.36639715,11.36353706,11.18560516,18.91387905,18.60552324,19.73651693
170,15.7,11.6,5.8,0.463,84.58030089,0,85.41969911,-0.049591739,0.683434491,0.851591153,1.555522982,13.37544251,39.72420136,15.16767666,4.531677631,2.346033115,2.404297755,3.406252738,34.26116282,14.49449197,10.63820322,9.915596049,9.65623109,12.4554871,17.16171809,16.39464743,19.19476339
156.9,15.9,11.7,5.8,0.424,86.24786388,0,70.65213612,-0.005207762,0.624290427,0.849902691,1.619956054,14.62334456,41.11615919,14.4778466,4.828711857,2.805934551,1.924380343,3.309123572,36.37928246,11.16136516,13.78068858,12.82080619,12.31316787,14.3735003,19.30890069,18.56596395,18.43747183
169.4,15.7,11.6,5.8,0.465,78.83695351,0,90.56304649,-0.051708949,0.689825597,0.851513331,1.457934691,13.42110597,46.08268598,15.97690628,4.335570418,2.971196515,2.094446815,1.453497884,41.11747409,9.861941908,9.249478314,14.71649236,10.63198833,12.60383292,18.0687864,20.02855262,19.0110646
142.6,15.8,11.7,5.8,0.428,69.80278409,0,72.79721591,-0.006266091,0.677959448,0.851301838,1.185655114,15.9221147,45.37340977,15.21462165,4.339791859,3.219349678,2.03386493,4.334910635,37.64604414,10.75636857,14.12230225,14.04992552,10.21712059,14.28854465,19.42909836,18.57792261,20.98810917
130.1,16,11.8,5.9,0.525,68.72771333,0,61.37228667,-0.002713967,0.686543292,0.858499527,1.39290573,17.50090624,38.69909366,15.04884327,4.130660836,2.634157783,2.148228275,3.163335915,38.02304864,12.07245794,11.04749702,12.45808188,11.40112026,11.26190408,18.04364821,17.94078256,18.80313153
130.1,15.9,11.6,5.8,0.539,63.20979448,0,66.89020552,-0.006516923,0.680269444,0.851307909,1.492829772,17.46686169,45.04661471,16.02394368,4.118628899,2.504809696,2.07573877,2.929244908,41.42684381,11.58214477,11.60878993,11.31976437,13.54922304,14.90369637,20.97638856,20.15776834,17.4574113
130.1,16.2,11.8,5.8,0.528,68.87936212,0,61.22063788,-0.093737204,0.646308354,0.852707382,1.448983406,17.77585417,39.60112725,15.35362706,4.893494845,3.124821479,1.530549252,5.669346748,39.00295979,11.02908675,9.587967714,11.22215156,10.61761938,12.56219217,16.55898323,20.45819345,16.51942862
151.2,15.7,11.6,5.8,0.478,70.37810193,0,80.82189807,-0.103073377,0.691573832,0.851620847,1.360032814,14.96775214,43.69846201,14.84090294,4.443270448,2.721509217,1.91775017,1.243349252,39.35671173,10.46715707,14.61494533,11.57564348,11.25302514,15.06390481,19.53757196,15.88941176,18.61727852
151.2,15.7,11.7,5.8,0.478,71.95085351,0,79.24914649,-0.123519696,0.681732235,0.839428199,1.855342943,14.96775214,41.98640415,16.38435043,4.350905336,2.546685094,2.284267698,2.149428112,38.37192956,10.72782231,12.36239765,11.67464932,10.43119553,14.93533903,20.88503286,19.60716118,17.86565213
170,15.7,11.7,5.8,0.463,80.1750325,0,89.8249675,-0.083824825,0.679213397,0.851066833,1.498702988,13.37544251,44.06608654,15.30242004,4.539845839,2.892148116,2.043739652,2.641827558,35.99083095,12.44073038,10.63018617,14.37013225,11.62706517,13.84231542,18.15073338,18.87243957,18.81010431
149.8,15.7,11.7,5.8,0.537,79.02231745,0,70.77768255,-0.053329373,0.562006989,0.851736754,1.455914872,15.10127621,40.16344652,14.84252773,4.683596959,2.717100284,2.302522117,3.400088022,36.19033291,12.20598781,11.46803519,12.08601021,10.43206338,15.28654341,19.75161455,19.27891777,18.82914985
139,15.9,11.7,5.8,0.49,73.73189589,0,65.26810411,-0.002444745,0.54216114,0.853145995,1.515342333,16.41052083,44.01660913,15.87319088,4.309624852,3.005198378,2.047063602,4.956828105,37.99592306,11.3829969,11.74681688,12.99329285,12.59311665,13.61807554,18.89561109,18.32487781,18.40019657
136.3,15.7,11.6,5.8,0.442,71.92711149,0,64.37288851,-0.110854539,0.407350051,0.78842964,1.657597412,16.51886584,43.35816138,15.30029158,4.231658406,2.586059079,1.706705158,3.009590625,37.96903894,13.70105499,12.09225595,11.73798998,11.17266736,12.91506988,19.14796395,19.42263426,18.97146396
